label,country,state,county,Event Start Date,Site.Ownership,Site.Access,Site.Classification,Site.Use,Survey.Class,Survey.Season,ANPA,CORA,COTO,COTOi,COTOp,COTOv,EPFU,LABO,LANO,MYAU,MYCA,MYCI,MYEV,MYGR,MYLU,MYSE,MYSO,MYSP,MYVE,PESU,TABR,UNKN,Total.Live,Total.Dead,Total.Bat.Count,vulnerable_c,vulnerable_p,Total.Species,h.density50,type,Event Type,Public,Number Affected,Event End Date,Species,release_date,status_season
Pd not detected,USA,MT,Jefferson,4/5/19,Public,Gated-all year,Cave-show,Hibernaculum,Active,2018-19,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,1.123967648,cave,,,,,,,
Pd not detected,USA,MT,Cascade,4/8/19,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,25,0,0,1,0.636936128,cave,,,,,,,
Pd not detected,USA,NC,Onslow,1/17/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,20,1,1,32.26799774,cave,,,,,,,
Pd not detected,USA,NC,Nash,1/18/19,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,25,1,1,35.58277893,mine,,,,,,,
Pd not detected,USA,NC,Stanly,2/6/19,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,15,1,1,26.49637604,mine,,,,,,,
Pd present,USA,NC,Montgomery,2/7/19,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19,19,1,1,30.33529091,mine,,,,,,,
Confirmed - Pos,USA,NE,Cass,1/23/17,Private,Open-seasonal/restricted,Mine-active,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.30051422,mine,,,,,,,
Pd not detected,USA,NE,Cass,4/2/15,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2014-15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,23,0,23,17,2,3,109.4355469,mine,,,,,,,
Pd not detected,USA,NE,Cass,4/2/15,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,1,1,109.4355469,mine,,,,,,,
Pd not detected,USA,NE,Lancaster,3/14/16,Private,Open-seasonal/restricted,Mine-show,Hibernaculum,Active,2015-16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,0,19,0,0,67,0,67,63,2,3,43.47366333,mine,,,,,,,
Pd not detected,USA,NE,Greeley,4/6/17,Private,Gated-seasonal,Mine-show,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,101,0,101,101,1,1,1.725966215,mine,,,,,,,
Pd not detected,USA,NE,Greeley,4/12/18,Private,Gated-seasonal,Mine-show,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,72,0,72,72,1,1,1.725966215,mine,,,,,,,
Pd not detected,USA,NE,Greeley,4/12/19,Private,Gated-all year,Mine-show,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,96,0,96,96,1,1,1.725966215,mine,,,,,,,
Pd present,USA,NE,Cass,3/12/16,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2015-16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,0,12,7,2,3,109.3215103,mine,,,,,,,
Pd present,USA,NE,Cass,3/12/16,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2015-16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,24,0,24,14,2,3,109.3215103,mine,,,,,,,
Pd present,USA,NE,Sarpy,4/14/16,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2015-16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,16,0,0,0,2,0,0,25,0,25,19,3,4,109.122818,mine,,,,,,,
Pd present,USA,NE,Dixon,3/19/17,Public,Open-all year,Rock crevice,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,5,1,1,18.35058975,,,,,,,,
Pd present,USA,NE,Lancaster,3/30/17,Private,Open-all year,Mine-show,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,26,0,26,26,2,2,43.47366333,mine,,,,,,,
Pd not detected,USA,NM,Cibola,3/25/17,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,9,0,0,2,2.501623392,cave,,,,,,,
Pd not detected,USA,NM,Eddy,3/17/18,Public,Open-all year,Cave-show,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,4.632946014,cave,,,,,,,
Pd not detected,USA,NM,Otero,2/5/19,Public,Gated-breech,Mine-active,Hibernaculum,Active,2018-19,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,353,0,0,1,0.536780655,mine,,,,,,,
Pd not detected,USA,NM,Sierra,2/7/19,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,185,0,185,0,0,2,0.828136086,mine,,,,,,,
Pd not detected,USA,NM,Socorro,3/3/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,1.751186132,,,,,,,,
Pd not detected,USA,NM,Cibola,3/11/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.598299026,,,,,,,,
Pd not detected,USA,NM,Cibola,3/11/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.598299026,,,,,,,,
Pd not detected,USA,NM,Cibola,3/12/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.598299026,,,,,,,,
Pd not detected,USA,NM,Cibola,3/13/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.598299026,,,,,,,,
Pd not detected,USA,NM,Cibola,3/25/18,Public,NR,NR,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.598299026,,,,,,,,
Pd not detected,USA,NM,Lincoln,4/15/19,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,0.984920144,cave,,,,,,,
Pd not detected,USA,NV,Pershing,1/30/15,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2014-15,2,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,143,0,143,0,0,3,0.665804446,mine,,,,,,,
Pd not detected,USA,NV,Elko,2/9/15,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,1,0.012193516,mine,,,,,,,
Pd not detected,USA,NV,White Pine,2/18/15,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2014-15,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,170,0,170,0,0,2,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,White Pine,2/5/16,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2015-16,0,0,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,201,0,201,0,0,3,1.045107961,mine,,,,,,,
Pd not detected,USA,NV,White Pine,2/23/16,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2015-16,0,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,177,0,177,0,0,3,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,White Pine,1/18/17,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,166,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,188,0,188,0,0,4,1.045107961,mine,,,,,,,
Pd not detected,USA,NV,White Pine,1/19/17,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,161,0,161,0,0,3,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,Pershing,2/3/17,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0.010350913,mine,,,,,,,
Pd not detected,USA,NV,Elko,2/15/17,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,1,0.012193516,mine,,,,,,,
Pd not detected,USA,NV,Nye,2/23/17,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1,321,0,0,1,0.09986379,mine,,,,,,,
Pd not detected,USA,NV,Nye,2/23/17,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,20,0,0,2,0.234635606,mine,,,,,,,
Pd not detected,USA,NV,Lincoln,3/14/17,Public,Open-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,0.072759949,cave,,,,,,,
Pd not detected,USA,NV,Lincoln,3/17/17,Public,Open-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,0,47,0,0,2,0.061164919,cave,,,,,,,
Pd not detected,USA,NV,White Pine,3/22/17,Public,Open-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0.015870772,cave,,,,,,,
Pd not detected,USA,NV,White Pine,3/24/17,Public,Open-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,1.209128141,cave,,,,,,,
Pd not detected,USA,NV,Pershing,12/21/17,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2017-18,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,117,0,117,0,0,3,0.010350913,mine,,,,,,,
Pd not detected,USA,NV,Elko,2/7/18,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,14,0,0,2,3.027161598,mine,,,,,,,
Pd not detected,USA,NV,Elko,2/8/18,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,13,0,0,2,0.049471628,mine,,,,,,,
Pd not detected,USA,NV,Elko,2/8/18,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,12,0,0,1,0.012193516,mine,,,,,,,
Pd not detected,USA,NV,White Pine,2/28/18,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,191,0,0,0,2,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,209,0,209,0,0,4,1.106168985,mine,,,,,,,
Pd not detected,USA,NV,White Pine,3/1/18,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,168,0,168,0,0,2,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,Nye,3/12/18,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,87,0,87,0,0,2,0.09986379,mine,,,,,,,
Pd not detected,USA,NV,White Pine,1/29/19,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,182,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,196,0,196,0,0,3,1.045107961,mine,,,,,,,
Pd not detected,USA,NV,White Pine,2/1/19,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,131,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,153,0,153,0,0,2,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,Nye,2/27/19,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,354,0,354,0,0,2,0.09986379,mine,,,,,,,
Pd not detected,USA,NV,Pershing,2/28/19,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,92,0,92,0,0,2,0.665804446,mine,,,,,,,
Pd not detected,USA,NV,Clark,1/15/20,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0,1,124.9174805,mine,,,,,,,
Pd not detected,USA,NV,White Pine,1/23/20,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,200,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,216,0,216,0,0,3,1.045107961,mine,,,,,,,
Pd not detected,USA,NV,White Pine,1/24/20,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,145,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,174,0,174,0,0,2,0.042338938,mine,,,,,,,
Pd not detected,USA,NV,Nye,2/11/20,Private,Open-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,1,0.09986379,mine,,,,,,,
Confirmed - Pos,USA,OK,Delaware,3/30/17,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,25,1,1,13.4358511,cave,,,,,,,
Confirmed - Pos,USA,OK,Delaware,2/12/18,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1021,0,0,1007,15,1022,1021,1,2,16.986063,cave,,,,,,,
Confirmed - Pos,USA,OK,Adair,3/21/18,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,75,0,0,187,2,189,75,1,2,27.58311272,cave,,,,,,,
Equiv,USA,OK,MAJOR,1/23/16,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12277,15,0,0,12296,0,12296,15,1,3,1.119875073,cave,,,,,,,
Neg,USA,OK,Sequoyah,2/11/15,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201,0,0,202,1,203,202,2,3,14.36599827,cave,,,,,,,
Pd not detected,USA,OK,WOODWARD,1/18/14,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32406,2,0,0,32408,0,32408,2,1,2,2.899300337,cave,,,,,,,
Pd not detected,USA,OK,WASHITA,1/25/14,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10866,0,0,0,10867,0,10867,0,0,2,5.505981445,cave,,,,,,,
Pd not detected,USA,OK,WOODWARD,2/1/14,Public,Gated-all year,Cave-show,Hibernaculum,Active,2013-14,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,6281,0,0,0,6333,0,6333,0,0,3,2.468063593,cave,,,,,,,
Pd not detected,USA,OK,GREER,3/1/14,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,22,0,0,15742,0,15742,22,1,2,2.24636817,cave,,,,,,,
Pd not detected,USA,OK,Major,1/23/15,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23973,8,0,0,23982,0,23982,8,1,3,1.119875073,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/24/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83476,9,0,0,83485,0,83485,9,1,2,2.899300337,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/31/15,Public,Gated-all year,Cave-show,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.468063593,cave,,,,,,,
Pd not detected,USA,OK,Washita,2/7/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39199,5,0,0,39204,0,39204,5,1,2,5.423337936,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/14/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9288,18,0,0,9309,14,9323,18,1,3,2.228607893,cave,,,,,,,
Pd not detected,USA,OK,WASHITA,1/16/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22116,32,0,0,22148,0,22148,32,1,2,5.505981445,cave,,,,,,,
Pd not detected,USA,OK,WOODWARD,1/22/16,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,2.899300337,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/28/16,Public,Gated-all year,Cave-show,Hibernaculum,Active,2015-16,0,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,16048,120,0,0,16225,0,16225,120,1,4,2.468063593,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/13/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12503,42,0,0,12550,0,12550,42,1,3,2.24636817,cave,,,,,,,
Pd not detected,USA,OK,Delaware,3/2/16,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,50,0,50,49,1,2,16.61765862,cave,,,,,,,
Pd not detected,USA,OK,Major,3/17/16,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12277,15,0,0,12296,0,12296,15,1,3,1.119875073,cave,,,,,,,
Pd not detected,USA,OK,Adair,3/18/16,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,70,0,70,67,1,2,18.51730156,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/28/17,Public,Open-all year,Cave-show,Hibernaculum,Active,2016-17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18834,172,0,0,19010,0,19010,172,1,3,2.468063593,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/28/17,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106816,93,0,0,106909,0,106909,93,1,2,2.899300337,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/4/17,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14720,84,0,0,14809,0,14809,84,1,3,2.185115099,cave,,,,,,,
Pd not detected,USA,OK,Washita,2/11/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20649,0,0,20690,0,20690,20649,1,2,5.423337936,cave,,,,,,,
Pd not detected,USA,OK,Major,2/25/17,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9048,101,0,0,9150,0,9150,101,1,3,1.119875073,cave,,,,,,,
Pd not detected,USA,OK,Major,1/12/18,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11130,13,0,0,11143,0,11143,13,1,2,1.119875073,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/13/18,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61384,57,0,0,61441,0,61441,57,1,2,2.899300337,cave,,,,,,,
Pd not detected,USA,OK,Woodward,1/27/18,Public,Open-all year,Cave-show,Hibernaculum,Active,2017-18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5939,148,0,0,6091,0,6091,148,1,3,2.468063593,cave,,,,,,,
Pd not detected,USA,OK,Okmulgee,2/1/18,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,118,0,118,118,1,1,9.937497139,mine,,,,,,,
Pd not detected,USA,OK,Washita,2/2/18,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,25,0,25,3,1,2,5.423417091,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/3/18,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19106,64,0,0,19176,0,19176,64,1,3,2.185115099,cave,,,,,,,
Pd not detected,USA,OK,Woods,3/22/18,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,25,0,25,2,1,3,0.963626623,cave,,,,,,,
Pd not detected,USA,OK,Major,1/18/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13497,19,0,0,13518,0,13518,19,1,3,1.119875073,cave,,,,,,,
Pd not detected,USA,OK,Washita,1/21/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9374,9,0,0,9383,0,9383,9,1,2,5.505981445,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/2/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17290,56,0,0,17346,0,17346,56,1,2,2.24636817,cave,,,,,,,
Pd not detected,USA,OK,Okmulgee,3/6/19,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,76,0,76,76,1,1,9.937497139,mine,,,,,,,
Pd not detected,USA,OK,Murray,1/20/20,Public,Open-all year,Cave-recreational,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,26,26,1,1,10.94460678,cave,,,,,,,
Pd not detected,USA,OK,Greer,2/1/20,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13163,72,0,0,13241,0,13241,72,1,3,2.24636817,cave,,,,,,,
Pd not detected,USA,OK,Okmulgee,2/27/20,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,71,0,71,71,1,1,9.937497139,mine,,,,,,,
Pd present,USA,OK,Adair,4/5/16,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,24,24,1,1,27.58311272,cave,,,,,,,
Pd present,USA,OK,Delaware,3/24/17,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,0,1310,1,1311,1311,1,1,16.986063,cave,,,,,,,
Pd present,USA,OK,Adair,2/5/18,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,60,60,1,1,19.59370613,cave,,,,,,,
Pd present,USA,OK,Delaware,3/2/18,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,112,0,112,112,1,1,13.80245018,cave,,,,,,,
Pd present,USA,OK,Adair,2/28/19,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,103,0,103,98,1,3,15.2359314,cave,,,,,,,
Pd present,USA,OK,Woodward,3/16/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74966,12,0,0,74978,0,74978,12,1,2,2.899300337,cave,,,,,,,
